coords,origin_id
9.322114829894833-45.44877256545056,142
9.322114829894833-45.44877256545056,142
9.322114829894833-45.44877256545056,142
9.322114829894833-45.44877256545056,142
9.322114829894833-45.44877256545056,142
9.322114829894833-45.44877256545056,142
9.322114829894833-45.44877256545056,142
9.322114829894833-45.44877256545056,142
9.322114829894833-45.44877256545056,142
9.322114829894833-45.44877256545056,142
9.322114829894833-45.44877256545056,142
9.322114829894833-45.44877256545056,142
9.322114829894833-45.44877256545056,142
9.322114829894833-45.44877256545056,142
9.322114829894833-45.44877256545056,142
9.322114829894833-45.44877256545056,142
9.328517358692029-45.44877256545056,143
9.328517358692029-45.44877256545056,143
9.328517358692029-45.44877256545056,143
9.328517358692029-45.44877256545056,143
9.328517358692029-45.44877256545056,143
9.328517358692029-45.44877256545056,143
9.328517358692029-45.44877256545056,143
9.328517358692029-45.44877256545056,143
9.328517358692029-45.44877256545056,143
9.328517358692029-45.44877256545056,143
9.328517358692029-45.44877256545056,143
9.328517358692029-45.44877256545056,143
9.328517358692029-45.44877256545056,143
9.328517358692029-45.44877256545056,143
9.328517358692029-45.44877256545056,143
9.328517358692029-45.44877256545056,143
9.328517358692029-45.44877256545056,143
9.328517358692029-45.44877256545056,143
9.328517358692029-45.44877256545056,143
9.334919887489225-45.44877256545056,144
9.334919887489225-45.44877256545056,144
9.334919887489225-45.44877256545056,144
9.334919887489225-45.44877256545056,144
9.334919887489225-45.44877256545056,144
9.334919887489225-45.44877256545056,144
9.334919887489225-45.44877256545056,144
9.334919887489225-45.44877256545056,144
9.334919887489225-45.44877256545056,144
9.334919887489225-45.44877256545056,144
9.334919887489225-45.44877256545056,144
9.334919887489225-45.44877256545056,144
9.334919887489225-45.44877256545056,144
9.334919887489225-45.44877256545056,144
9.334919887489225-45.44877256545056,144
9.334919887489225-45.44877256545056,144
9.334919887489225-45.44877256545056,144
9.334919887489225-45.44877256545056,144
9.341322416286417-45.44877256545056,145
9.341322416286417-45.44877256545056,145
9.341322416286417-45.44877256545056,145
9.341322416286417-45.44877256545056,145
9.341322416286417-45.44877256545056,145
9.341322416286417-45.44877256545056,145
9.341322416286417-45.44877256545056,145
9.341322416286417-45.44877256545056,145
9.341322416286417-45.44877256545056,145
9.341322416286417-45.44877256545056,145
9.341322416286417-45.44877256545056,145
9.341322416286417-45.44877256545056,145
9.341322416286417-45.44877256545056,145
9.341322416286417-45.44877256545056,145
9.341322416286417-45.44877256545056,145
9.341322416286417-45.44877256545056,145
9.347724945083613-45.44877256545056,146
9.347724945083613-45.44877256545056,146
9.347724945083613-45.44877256545056,146
9.347724945083613-45.44877256545056,146
9.347724945083613-45.44877256545056,146
9.347724945083613-45.44877256545056,146
9.347724945083613-45.44877256545056,146
9.347724945083613-45.44877256545056,146
9.347724945083613-45.44877256545056,146
9.347724945083613-45.44877256545056,146
9.347724945083613-45.44877256545056,146
9.347724945083613-45.44877256545056,146
9.347724945083613-45.44877256545056,146
9.354127473880808-45.44877256545056,147
9.354127473880808-45.44877256545056,147
9.354127473880808-45.44877256545056,147
9.354127473880808-45.44877256545056,147
9.354127473880808-45.44877256545056,147
9.354127473880808-45.44877256545056,147
9.354127473880808-45.44877256545056,147
9.354127473880808-45.44877256545056,147
9.354127473880808-45.44877256545056,147
9.354127473880808-45.44877256545056,147
9.354127473880808-45.44877256545056,147
9.354127473880808-45.44877256545056,147
9.360530002678004-45.44877256545056,148
9.360530002678004-45.44877256545056,148
9.360530002678004-45.44877256545056,148
9.360530002678004-45.44877256545056,148
9.360530002678004-45.44877256545056,148
9.3669325314752-45.44877256545056,149
9.3669325314752-45.44877256545056,149
9.3669325314752-45.44877256545056,149
9.3669325314752-45.44877256545056,149
9.3669325314752-45.44877256545056,149
9.3669325314752-45.44877256545056,149
9.3669325314752-45.44877256545056,149
9.3669325314752-45.44877256545056,149
9.373335060272396-45.44877256545056,150
9.373335060272396-45.44877256545056,150
9.405347704258372-45.44877256545056,151
9.418152761852763-45.44877256545056,152
9.085221519352658-45.45326423835061,153
9.085221519352658-45.45326423835061,153
9.09162455805797-45.45326423835061,154
9.155654945111111-45.45326423835061,155
9.155654945111111-45.45326423835061,155
9.187670138637683-45.45326423835061,156
9.187670138637683-45.45326423835061,156
9.187670138637683-45.45326423835061,156
9.194073177342997-45.45326423835061,157
9.194073177342997-45.45326423835061,157
9.194073177342997-45.45326423835061,157
9.200476216048312-45.45326423835061,158
9.200476216048312-45.45326423835061,158
9.200476216048312-45.45326423835061,158
9.200476216048312-45.45326423835061,158
9.200476216048312-45.45326423835061,158
9.206879254753623-45.45326423835061,159
9.206879254753623-45.45326423835061,159
9.206879254753623-45.45326423835061,159
9.206879254753623-45.45326423835061,159
9.21328229345894-45.45326423835061,160
9.21328229345894-45.45326423835061,160
9.21328229345894-45.45326423835061,160
9.21328229345894-45.45326423835061,160
9.21328229345894-45.45326423835061,160
9.21328229345894-45.45326423835061,160
9.219685332164254-45.45326423835061,161
9.219685332164254-45.45326423835061,161
9.219685332164254-45.45326423835061,161
9.219685332164254-45.45326423835061,161
9.219685332164254-45.45326423835061,161
9.219685332164254-45.45326423835061,161
9.219685332164254-45.45326423835061,161
9.219685332164254-45.45326423835061,161
9.219685332164254-45.45326423835061,161
9.226088370869569-45.45326423835061,162
9.226088370869569-45.45326423835061,162
9.226088370869569-45.45326423835061,162
9.226088370869569-45.45326423835061,162
9.226088370869569-45.45326423835061,162
9.226088370869569-45.45326423835061,162
9.226088370869569-45.45326423835061,162
9.226088370869569-45.45326423835061,162
9.232491409574882-45.45326423835061,163
9.232491409574882-45.45326423835061,163
9.232491409574882-45.45326423835061,163
9.232491409574882-45.45326423835061,163
9.232491409574882-45.45326423835061,163
9.232491409574882-45.45326423835061,163
9.232491409574882-45.45326423835061,163
9.232491409574882-45.45326423835061,163
9.232491409574882-45.45326423835061,163
9.232491409574882-45.45326423835061,163
9.232491409574882-45.45326423835061,163
9.232491409574882-45.45326423835061,163
9.232491409574882-45.45326423835061,163
9.232491409574882-45.45326423835061,163
9.232491409574882-45.45326423835061,163
9.232491409574882-45.45326423835061,163
9.238894448280195-45.45326423835061,164
9.238894448280195-45.45326423835061,164
9.238894448280195-45.45326423835061,164
9.238894448280195-45.45326423835061,164
9.238894448280195-45.45326423835061,164
9.238894448280195-45.45326423835061,164
9.238894448280195-45.45326423835061,164
9.238894448280195-45.45326423835061,164
9.238894448280195-45.45326423835061,164
9.238894448280195-45.45326423835061,164
9.238894448280195-45.45326423835061,164
9.238894448280195-45.45326423835061,164
9.238894448280195-45.45326423835061,164
9.238894448280195-45.45326423835061,164
9.238894448280195-45.45326423835061,164
9.238894448280195-45.45326423835061,164
9.238894448280195-45.45326423835061,164
9.238894448280195-45.45326423835061,164
9.238894448280195-45.45326423835061,164
9.238894448280195-45.45326423835061,164
9.238894448280195-45.45326423835061,164
9.24529748698551-45.45326423835061,165
9.24529748698551-45.45326423835061,165
9.24529748698551-45.45326423835061,165
9.24529748698551-45.45326423835061,165
9.24529748698551-45.45326423835061,165
9.24529748698551-45.45326423835061,165
9.24529748698551-45.45326423835061,165
9.24529748698551-45.45326423835061,165
9.24529748698551-45.45326423835061,165
9.24529748698551-45.45326423835061,165
9.24529748698551-45.45326423835061,165
9.24529748698551-45.45326423835061,165
9.24529748698551-45.45326423835061,165
9.24529748698551-45.45326423835061,165
9.24529748698551-45.45326423835061,165
9.24529748698551-45.45326423835061,165
9.24529748698551-45.45326423835061,165
9.24529748698551-45.45326423835061,165
9.24529748698551-45.45326423835061,165
9.24529748698551-45.45326423835061,165
9.24529748698551-45.45326423835061,165
9.24529748698551-45.45326423835061,165
9.24529748698551-45.45326423835061,165
9.251700525690824-45.45326423835061,166
9.251700525690824-45.45326423835061,166
9.251700525690824-45.45326423835061,166
9.251700525690824-45.45326423835061,166
9.251700525690824-45.45326423835061,166
9.251700525690824-45.45326423835061,166
9.251700525690824-45.45326423835061,166
9.251700525690824-45.45326423835061,166
9.251700525690824-45.45326423835061,166
9.251700525690824-45.45326423835061,166
9.251700525690824-45.45326423835061,166
9.251700525690824-45.45326423835061,166
9.251700525690824-45.45326423835061,166
9.251700525690824-45.45326423835061,166
9.251700525690824-45.45326423835061,166
9.251700525690824-45.45326423835061,166
9.251700525690824-45.45326423835061,166
9.251700525690824-45.45326423835061,166
9.251700525690824-45.45326423835061,166
9.251700525690824-45.45326423835061,166
9.251700525690824-45.45326423835061,166
9.251700525690824-45.45326423835061,166
9.251700525690824-45.45326423835061,166
9.251700525690824-45.45326423835061,166
9.251700525690824-45.45326423835061,166
9.25810356439614-45.45326423835061,167
9.25810356439614-45.45326423835061,167
9.25810356439614-45.45326423835061,167
9.25810356439614-45.45326423835061,167
9.25810356439614-45.45326423835061,167
9.25810356439614-45.45326423835061,167
9.25810356439614-45.45326423835061,167
9.25810356439614-45.45326423835061,167
9.25810356439614-45.45326423835061,167
9.25810356439614-45.45326423835061,167
9.25810356439614-45.45326423835061,167
9.25810356439614-45.45326423835061,167
9.25810356439614-45.45326423835061,167
9.25810356439614-45.45326423835061,167
9.25810356439614-45.45326423835061,167
9.25810356439614-45.45326423835061,167
9.25810356439614-45.45326423835061,167
9.25810356439614-45.45326423835061,167
9.25810356439614-45.45326423835061,167
9.264506603101452-45.45326423835061,168
9.264506603101452-45.45326423835061,168
9.264506603101452-45.45326423835061,168
9.264506603101452-45.45326423835061,168
9.264506603101452-45.45326423835061,168
9.264506603101452-45.45326423835061,168
9.264506603101452-45.45326423835061,168
9.264506603101452-45.45326423835061,168
9.264506603101452-45.45326423835061,168
9.264506603101452-45.45326423835061,168
9.264506603101452-45.45326423835061,168
9.264506603101452-45.45326423835061,168
9.264506603101452-45.45326423835061,168
9.264506603101452-45.45326423835061,168
9.264506603101452-45.45326423835061,168
9.264506603101452-45.45326423835061,168
9.264506603101452-45.45326423835061,168
9.264506603101452-45.45326423835061,168
9.264506603101452-45.45326423835061,168
9.264506603101452-45.45326423835061,168
9.264506603101452-45.45326423835061,168
9.264506603101452-45.45326423835061,168
9.264506603101452-45.45326423835061,168
9.264506603101452-45.45326423835061,168
9.264506603101452-45.45326423835061,168
9.270909641806766-45.45326423835061,169
9.270909641806766-45.45326423835061,169
9.270909641806766-45.45326423835061,169
9.270909641806766-45.45326423835061,169
9.270909641806766-45.45326423835061,169
9.270909641806766-45.45326423835061,169
9.270909641806766-45.45326423835061,169
9.270909641806766-45.45326423835061,169
9.270909641806766-45.45326423835061,169
9.270909641806766-45.45326423835061,169
9.270909641806766-45.45326423835061,169
9.270909641806766-45.45326423835061,169
9.270909641806766-45.45326423835061,169
9.270909641806766-45.45326423835061,169
9.270909641806766-45.45326423835061,169
9.270909641806766-45.45326423835061,169
9.270909641806766-45.45326423835061,169
9.270909641806766-45.45326423835061,169
9.27731268051208-45.45326423835061,170
9.27731268051208-45.45326423835061,170
9.27731268051208-45.45326423835061,170
9.27731268051208-45.45326423835061,170
9.27731268051208-45.45326423835061,170
9.27731268051208-45.45326423835061,170
9.27731268051208-45.45326423835061,170
9.27731268051208-45.45326423835061,170
9.27731268051208-45.45326423835061,170
9.27731268051208-45.45326423835061,170
9.27731268051208-45.45326423835061,170
9.27731268051208-45.45326423835061,170
9.27731268051208-45.45326423835061,170
9.27731268051208-45.45326423835061,170
9.27731268051208-45.45326423835061,170
9.27731268051208-45.45326423835061,170
9.283715719217394-45.45326423835061,171
9.283715719217394-45.45326423835061,171
9.283715719217394-45.45326423835061,171
9.283715719217394-45.45326423835061,171
9.283715719217394-45.45326423835061,171
9.283715719217394-45.45326423835061,171
9.283715719217394-45.45326423835061,171
9.283715719217394-45.45326423835061,171
9.29011875792271-45.45326423835061,172
9.29011875792271-45.45326423835061,172
9.29011875792271-45.45326423835061,172
9.29011875792271-45.45326423835061,172
9.29011875792271-45.45326423835061,172
9.29011875792271-45.45326423835061,172
9.29011875792271-45.45326423835061,172
9.29011875792271-45.45326423835061,172
9.29011875792271-45.45326423835061,172
9.29011875792271-45.45326423835061,172
9.29011875792271-45.45326423835061,172
9.29011875792271-45.45326423835061,172
9.29011875792271-45.45326423835061,172
9.29011875792271-45.45326423835061,172
9.29011875792271-45.45326423835061,172
9.29011875792271-45.45326423835061,172
